"Coche: TODOS Servicio/Turno 99999  Desde: 16-01-2018 00:00 Hasta: 16-01-2018 22:01 Coche: "
Seccion-Origen;Transaccion;"Tipo Transaccion";"Fecha y hora";Comprobante;Importe;Copia;Destino-Boleto;"Posicion GPS";"Estado GPS";Serie;Equipo;Coche;"Fecha y hora servicio";"Destino servicio";"Cod servicio";Ida/Vuelta;Chofer;Guarda;"Compr./Reporte tipo";"Resp. impresion"
"Cnia Caroya (14)";"Control de Paso";" CC22 ";"2018-01-16 06:52:12";;;0;"SIN DEF ";"-31 01,9226 -64 02,9512";A;2183;1900;5103;2018-01-16-06:50:00;"Jesus Maria (13)";8171;V;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC23 ";"2018-01-16 06:51:27";;;0;"SIN DEF ";"-31 02,1142 -64 02,7232";A;2183;1900;5103;2018-01-16-06:50:00;"Jesus Maria (13)";8171;V;334;;;
"Cnia Caroya (14)";"Control de Paso";" X019 ";"2018-01-16 06:50:32";;;0;"SIN DEF ";"-31 02,4116 -64 02,3759";A;2183;1900;5103;2018-01-16-06:50:00;"Jesus Maria (13)";8171;V;334;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 06:49:58";1901-134182;$17,00;0;"Jesus Maria ";"-31 02,5124 -64 02,2550";A;2183;1900;5103;2018-01-16-06:50:00;"Jesus Maria (13)";8171;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 06:49:58";1901-134181;$17,00;0;"Jesus Maria ";"-31 02,5124 -64 02,2550";A;2183;1900;5103;2018-01-16-06:50:00;"Jesus Maria (13)";8171;V;334;;1;
"Cnia Caroya (14)";"Control de Paso";" CC25 ";"2018-01-16 06:49:52";;;0;"SIN DEF ";"-31 02,5161 -64 02,2548";A;2183;1900;5103;2018-01-16-06:50:00;"Jesus Maria (13)";8171;V;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC26 ";"2018-01-16 06:48:52";;;0;"SIN DEF ";"-31 02,7087 -64 02,0273";A;2183;1900;5103;2018-01-16-06:50:00;"Jesus Maria (13)";8171;V;334;;;
"Cnia Caroya (14)";"Salida de Terminal";"  ";"2018-01-16 06:47:59";;;0;"SIN DEF ";"-31 02,8961 -64 01,8137";A;2183;1900;5103;2018-01-16-06:50:00;"Jesus Maria (13)";8171;V;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC27 ";"2018-01-16 06:47:58";;;0;"SIN DEF ";"-31 02,9014 -64 01,8072";A;2183;1900;5103;2018-01-16-06:50:00;"Jesus Maria (13)";8171;V;334;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 06:45:42";1901-134180;$17,00;0;"Jesus Maria ";"-31 03,0091 -64 01,6761";A;2183;1900;5103;2018-01-16-06:50:00;"Jesus Maria (13)";8171;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 06:42:34";1901-134179;$17,00;0;"Jesus Maria ";"-31 03,0104 -64 01,6765";A;2183;1900;5103;2018-01-16-06:50:00;"Jesus Maria (13)";8171;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 06:42:34";1901-134178;$17,00;0;"Jesus Maria ";"-31 03,0104 -64 01,6765";A;2183;1900;5103;2018-01-16-06:50:00;"Jesus Maria (13)";8171;V;334;;1;
"Cnia Caroya (14)";"Servicio Entrante";"  ";"2018-01-16 06:42:13";;;0;"SIN DEF ";"-31 03,0129 -64 01,6823";A;2183;1900;5103;2018-01-16-06:50:00;"Jesus Maria (13)";8171;V;334;;;
"Cnia Caroya (14)";"Vuelta/Cbio Sentido";"Manual  ";"2018-01-16 06:42:13";;;0;"SIN DEF ";"-31 03,0129 -64 01,6823";A;2183;1900;5103;2018-01-16-06:50:00;"Jesus Maria (13)";8171;V;334;;1;
"Cnia Caroya (14)";"Servicio Saliente";"  ";"2018-01-16 06:42:13";;;0;"SIN DEF ";"-31 03,0129 -64 01,6823";A;2183;1900;5103;2018-01-16-06:25:00;"Jesus Maria (13)";8170;I;334;;;
"Cnia Caroya (14)";"Entrada a Terminal";"  ";"2018-01-16 06:41:53";;;0;"SIN DEF ";"-31 02,9280 -64 01,7677";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC26 ";"2018-01-16 06:41:10";;;0;"SIN DEF ";"-31 02,7051 -64 02,0297";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC25 ";"2018-01-16 06:40:28";;;0;"SIN DEF ";"-31 02,5086 -64 02,2595";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC22 ";"2018-01-16 06:38:58";;;0;"SIN DEF ";"-31 01,9142 -64 02,9533";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC21 ";"2018-01-16 06:38:23";;;0;"SIN DEF ";"-31 01,6751 -64 03,2361";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC20 ";"2018-01-16 06:37:59";;;0;"SIN DEF ";"-31 01,5230 -64 03,4154";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC18 ";"2018-01-16 06:37:11";;;0;"SIN DEF ";"-31 01,3515 -64 03,6179";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC17 ";"2018-01-16 06:35:26";;;0;"SIN DEF ";"-31 01,2247 -64 03,7673";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC16 ";"2018-01-16 06:34:32";;;0;"SIN DEF ";"-31 01,0661 -64 03,9508";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC15 ";"2018-01-16 06:34:12";;;0;"SIN DEF ";"-31 00,9499 -64 04,0799";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC13 ";"2018-01-16 06:33:31";;;0;"SIN DEF ";"-31 00,6620 -64 04,4200";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC12 ";"2018-01-16 06:33:03";;;0;"SIN DEF ";"-31 00,5129 -64 04,5942";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 06:32:37";1901-134177;$17,00;0;"Cnia Caroya ";"-31 00,3900 -64 04,7436";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;1;
"Cnia Caroya (14)";"Control de Paso";" CC11 ";"2018-01-16 06:32:19";;;0;"SIN DEF ";"-31 00,3717 -64 04,7645";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC10 ";"2018-01-16 06:31:16";;;0;"SIN DEF ";"-31 00,2278 -64 04,9303";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC09 ";"2018-01-16 06:30:29";;;0;"SIN DEF ";"-31 00,1153 -64 05,0572";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 06:29:54";1901-134176;$17,00;0;"Cnia Caroya ";"-30 59,9736 -64 05,2291";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;1;
"Cnia Caroya (14)";"Control de Paso";" CC08 ";"2018-01-16 06:29:36";;;0;"SIN DEF ";"-30 59,9579 -64 05,2468";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC07 ";"2018-01-16 06:28:53";;;0;"SIN DEF ";"-30 59,8278 -64 05,3970";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC06 ";"2018-01-16 06:27:51";;;0;"SIN DEF ";"-30 59,6819 -64 05,5650";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC05 ";"2018-01-16 06:27:19";;;0;"SIN DEF ";"-30 59,5335 -64 05,7398";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Cnia Caroya (14)";"Cambio Localidad GPS";"  ";"2018-01-16 06:27:06";;;0;"SIN DEF ";"-30 59,4979 -64 05,7816";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Jesus Maria (13)";"Control de Paso";" CC04 ";"2018-01-16 06:26:25";;;0;"SIN DEF ";"-30 59,3811 -64 05,9220";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 06:25:43";1901-134175;$17,00;0;"Cnia Caroya ";"-30 59,2608 -64 05,9254";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;1;
"Jesus Maria (13)";"Salida de Terminal";"  ";"2018-01-16 06:22:05";;;0;"SIN DEF ";"-30 58,8389 -64 05,7058";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 06:17:08";1901-134174;$17,00;0;"Cnia Caroya ";"-30 58,8097 -64 05,6674";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 06:17:08";1901-134173;$17,00;0;"Cnia Caroya ";"-30 58,8097 -64 05,6674";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 06:13:16";1901-134172;$17,00;0;"Cnia Caroya ";"-30 58,8107 -64 05,6635";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;1;
"Jesus Maria (13)";"Entrada a Terminal";"  ";"2018-01-16 06:06:52";;;0;"SIN DEF ";"-30 58,8046 -64 05,6478";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Jesus Maria (13)";"Salida de Terminal";"  ";"2018-01-16 06:06:00";;;0;"SIN DEF ";"-30 58,7794 -64 05,6609";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Jesus Maria (13)";"Inicio Sesión";"  ";"2018-01-16 05:56:28";;;0;"SIN DEF ";"-30 58,8130 -64 05,6809";A;2183;1900;5103;2018-01-16-06:25:00;"Cnia Caroya (14)";8170;I;334;;;
"Jesus Maria (13)";"Entrada a Terminal";"  ";"2018-01-16 05:54:30";;;0;"SIN DEF ";"-30 58,8129 -64 05,6809";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;0;;;
"Jesus Maria (13)";"Cambio Localidad GPS";"  ";"2018-01-16 05:54:29";;;0;"SIN DEF ";"-30 58,8129 -64 05,6809";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;0;;;
"Jesus Maria (13)";Hardware;"Micro 6680  ";"2018-01-16 05:54:29";;;0;"SIN DEF ";"-30 58,8129 -64 05,6809";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;0;;1;
"Jesus Maria (13)";Reinicio;"  ";"2018-01-16 05:54:29";;;0;"SIN DEF ";"-30 58,8129 -64 05,6809";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;0;;;
"Jesus Maria (13)";"Cierre Sesión";"  ";"2018-01-16 05:54:25";;;0;"SIN DEF ";"-30 58,8129 -64 05,6809";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Jesus Maria (13)";"Emisión reporte";"Reporte Z  ";"2018-01-16 05:53:56";1909-1254;;1;"SIN DEF ";"-30 58,8130 -64 05,6809";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;5;272
"Jesus Maria (13)";"Emisión reporte";"Reporte Z  ";"2018-01-16 05:53:40";1909-1254;;0;"SIN DEF ";"-30 58,8130 -64 05,6809";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;5;272
"Jesus Maria (13)";"Entrada a Terminal";"  ";"2018-01-16 05:32:08";;;0;"SIN DEF ";"-30 58,8042 -64 05,6451";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Jesus Maria (13)";"Salida de Terminal";"  ";"2018-01-16 05:31:22";;;0;"SIN DEF ";"-30 58,7796 -64 05,6669";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Jesus Maria (13)";"Entrada a Terminal";"  ";"2018-01-16 05:30:42";;;0;"SIN DEF ";"-30 58,8262 -64 05,6900";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Jesus Maria (13)";"Control de Paso";" CC01 ";"2018-01-16 05:29:50";;;0;"SIN DEF ";"-30 58,9708 -64 05,7655";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Jesus Maria (13)";"Control de Paso";" CC02 ";"2018-01-16 05:29:17";;;0;"SIN DEF ";"-30 59,1466 -64 05,8544";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Jesus Maria (13)";"Control de Paso";" CC04 ";"2018-01-16 05:28:32";;;0;"SIN DEF ";"-30 59,3843 -64 05,9134";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Jesus Maria (13)";"Cambio Localidad GPS";"  ";"2018-01-16 05:26:54";;;0;"SIN DEF ";"-30 59,4875 -64 05,7913";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC05 ";"2018-01-16 05:26:36";;;0;"SIN DEF ";"-30 59,5335 -64 05,7365";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC06 ";"2018-01-16 05:26:02";;;0;"SIN DEF ";"-30 59,6783 -64 05,5696";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 05:24:34";1901-134171;$17,00;0;"Jesus Maria ";"-30 59,8137 -64 05,4082";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;1;
"Cnia Caroya (14)";"Control de Paso";" CC07 ";"2018-01-16 05:24:47";;;0;"SIN DEF ";"-30 59,8219 -64 05,3992";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 05:23:57";1901-134170;$17,00;0;"Jesus Maria ";"-30 59,9614 -64 05,2371";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 05:23:27";1901-134169;$17,00;0;"Jesus Maria ";"-30 59,9611 -64 05,2372";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;1;
"Cnia Caroya (14)";"Control de Paso";" CC08 ";"2018-01-16 05:23:47";;;0;"SIN DEF ";"-30 59,9608 -64 05,2374";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 05:22:50";1901-134168;$17,00;0;"Jesus Maria ";"-31 00,0996 -64 05,0741";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;1;
"Cnia Caroya (14)";"Control de Paso";" CC09 ";"2018-01-16 05:22:39";;;0;"SIN DEF ";"-31 00,1078 -64 05,0650";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC10 ";"2018-01-16 05:22:16";;;0;"SIN DEF ";"-31 00,2271 -64 04,9267";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";Venta;"AB OBRERO  ";"2018-01-16 05:21:30";1902-14507;;0;"Jesus Maria ";"-31 00,3681 -64 04,7600";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;8;
"Cnia Caroya (14)";"Control de Paso";" CC11 ";"2018-01-16 05:21:24";;;0;"SIN DEF ";"-31 00,3684 -64 04,7586";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC12 ";"2018-01-16 05:20:57";;;0;"SIN DEF ";"-31 00,5134 -64 04,5896";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC13 ";"2018-01-16 05:20:31";;;0;"SIN DEF ";"-31 00,6587 -64 04,4187";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC14 ";"2018-01-16 05:20:07";;;0;"SIN DEF ";"-31 00,7967 -64 04,2612";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC15 ";"2018-01-16 05:19:31";;;0;"SIN DEF ";"-31 00,9602 -64 04,0704";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Tarjeta Rechazada";"Fuera de tramo  ";"2018-01-16 05:19:03";;;0;"SIN DEF ";"-31 00,9658 -64 04,0626";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;6;
"Cnia Caroya (14)";"Tarjeta Rechazada";"Fuera de tramo  ";"2018-01-16 05:19:20";;;0;"SIN DEF ";"-31 00,9657 -64 04,0627";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;6;
"Cnia Caroya (14)";"Control de Paso";" CC16 ";"2018-01-16 05:18:51";;;0;"SIN DEF ";"-31 01,0615 -64 03,9527";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 05:18:06";1901-134167;$17,00;0;"Jesus Maria ";"-31 01,1826 -64 03,8093";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;1;
"Cnia Caroya (14)";"Control de Paso";" CC17 ";"2018-01-16 05:17:26";;;0;"SIN DEF ";"-31 01,2240 -64 03,7625";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC18 ";"2018-01-16 05:16:33";;;0;"SIN DEF ";"-31 01,3525 -64 03,6124";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC19 ";"2018-01-16 05:16:10";;;0;"SIN DEF ";"-31 01,4341 -64 03,5170";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC20 ";"2018-01-16 05:15:20";;;0;"SIN DEF ";"-31 01,5115 -64 03,4249";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC21 ";"2018-01-16 05:14:49";;;0;"SIN DEF ";"-31 01,6726 -64 03,2379";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC22 ";"2018-01-16 05:14:04";;;0;"SIN DEF ";"-31 01,9170 -64 02,9522";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC23 ";"2018-01-16 05:13:28";;;0;"SIN DEF ";"-31 02,1196 -64 02,7165";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC24 ";"2018-01-16 05:12:52";;;0;"SIN DEF ";"-31 02,3136 -64 02,4887";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" X019 ";"2018-01-16 05:12:34";;;0;"SIN DEF ";"-31 02,4062 -64 02,3797";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC25 ";"2018-01-16 05:12:13";;;0;"SIN DEF ";"-31 02,5138 -64 02,2536";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC26 ";"2018-01-16 05:10:57";;;0;"SIN DEF ";"-31 02,7093 -64 02,0243";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Salida de Terminal";"  ";"2018-01-16 05:10:15";;;0;"SIN DEF ";"-31 02,8995 -64 01,8047";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC27 ";"2018-01-16 05:10:14";;;0;"SIN DEF ";"-31 02,9042 -64 01,7991";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;;
"Cnia Caroya (14)";"Vuelta/Cbio Sentido";"Manual  ";"2018-01-16 05:02:36";;;0;"SIN DEF ";"-31 02,9842 -64 01,6867";A;2183;1900;5103;2018-01-16-12:00:00;"Jesus Maria (13)";4504;V;272;;1;
"Cnia Caroya (14)";"Entrada a Terminal";"  ";"2018-01-16 05:00:22";;;0;"SIN DEF ";"-31 02,9313 -64 01,7706";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC27 ";"2018-01-16 05:00:17";;;0;"SIN DEF ";"-31 02,9056 -64 01,8015";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC26 ";"2018-01-16 04:59:36";;;0;"SIN DEF ";"-31 02,7076 -64 02,0311";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC25 ";"2018-01-16 04:58:01";;;0;"SIN DEF ";"-31 02,5124 -64 02,2602";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC24 ";"2018-01-16 04:58:08";;;0;"SIN DEF ";"-31 02,3216 -64 02,4835";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC22 ";"2018-01-16 04:57:08";;;0;"SIN DEF ";"-31 01,9176 -64 02,9565";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC21 ";"2018-01-16 04:56:33";;;0;"SIN DEF ";"-31 01,6767 -64 03,2381";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC20 ";"2018-01-16 04:56:05";;;0;"SIN DEF ";"-31 01,5171 -64 03,4239";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC18 ";"2018-01-16 04:55:21";;;0;"SIN DEF ";"-31 01,3540 -64 03,6132";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC17 ";"2018-01-16 04:54:50";;;0;"SIN DEF ";"-31 01,2186 -64 03,7708";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC15 ";"2018-01-16 04:53:56";;;0;"SIN DEF ";"-31 00,9496 -64 04,0855";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC14 ";"2018-01-16 04:53:18";;;0;"SIN DEF ";"-31 00,8037 -64 04,2585";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC13 ";"2018-01-16 04:52:33";;;0;"SIN DEF ";"-31 00,6664 -64 04,4207";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC12 ";"2018-01-16 04:51:50";;;0;"SIN DEF ";"-31 00,5125 -64 04,5983";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC11 ";"2018-01-16 04:51:19";;;0;"SIN DEF ";"-31 00,3729 -64 04,7590";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC10 ";"2018-01-16 04:50:55";;;0;"SIN DEF ";"-31 00,2284 -64 04,9277";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC09 ";"2018-01-16 04:50:37";;;0;"SIN DEF ";"-31 00,1130 -64 05,0629";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC08 ";"2018-01-16 04:49:53";;;0;"SIN DEF ";"-30 59,9591 -64 05,2467";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC07 ";"2018-01-16 04:49:15";;;0;"SIN DEF ";"-30 59,8228 -64 05,4027";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
"Cnia Caroya (14)";"Control de Paso";" CC06 ";"2018-01-16 04:47:55";;;0;"SIN DEF ";"-30 59,6777 -64 05,5736";A;2183;1900;5103;2018-01-16-12:00:00;"Cnia Caroya (14)";4504;I;272;;;
